0	sorry, i, flaked, last, night, shit, seriously, goin, down, with, my, roommate, what, you, up, to, tonight
0	he, said, i, look, pretty, wif, long, hair, wat, but, i, thk, he, cutting, quite, short, me, leh
0	ranjith, cal, drpd, deeraj, and, deepak, min, hold
0	cheer, for, callin, babesozi, culdnt, talkbut, i, wannatell, u, detail, later, wenwecan, chat, properly, x
0	hey, u, still, at, the, gym
0	she, said, do, u, mind, if, i, go, into, the, bedroom, for, a, minute, ok, i, sed, in, a, sexy, mood, she, came, out, minuts, latr, wid, a, caken, my, wife
0	much, better, now, thanks, lol
0	nothing, smsing, u, n, xy, lor, sorry, lor, da, guy, neva, c, u, in, person, but, they, sort, of, know, u, lor, so, u, wan, meet, them, xy, ask, me, bring, u, along, our, next, meeting
0	lemme, know, when, i, can, swing, by, and, pick, up, im, free, basically, any, time, after, all, this, semester
0	wa, u, so, efficient, gee, thanx
0	s, but, not, able, to, sleep
0	we, will, meet, soon, princess, ttyl
0	ill, pick, you, up, at, about, pm, to, go, to, taunton, if, you, still, want, to, come
0	oh, only, outside, player, allowed, to, play, know
0	i, anything, lor
0	erutupalam, thandiyachu
0	y, cant, u, try, new, invention, to, flyim, not, joking
0	noits, ful, of, song, lyric
0	what, do, u, reckon, a, need, arrange, transport, if, u, cant, do, it, thanks
0	true, lov, n, care, wil, nevr, go, unrecognized, though, somone, often, make, mistake, when, valuing, it, but, they, will, definitly, undrstnd, once, when, they, start, missing, it
0	shopping, eh, ger, i, toking, abt, syd, lehhaha
0	what, not, under, standing
0	have, good, weekend
0	miss, call, miss, call, khelate, kintu, opponenter, miss, call, dhorte, lage, thats, d, rule, one, with, great, phone, receiving, quality, win
0	call, me, when, you, get, the, chance, plz, lt
0	the, new, deus, ex, game, comin, early, next, yr
0	my, computer, just, fried, the, only, essential, part, we, dont, keep, spare, of, because, my, fucking, idiot, roommate, looovvve, leaving, the, thing, running, on, full, ltgt
0	my, friend, shes, studying, at, warwick, weve, planned, to, go, shopping, and, to, concert, tmw, but, it, may, be, canceled, havnt, seen, for, age, yeah, we, should, get, together, sometime
0	probably, a, couple, hour, top
0	lol, grin, im, not, babe, but, thanks, for, thinking, of, me
0	man, this, bus, is, so, so, so, slow, i, think, youre, gonna, get, there, before, me
0	hope, this, text, meet, you, smiling, if, not, then, let, this, text, give, you, a, reason, to, smile, have, a, beautiful, day
